Indicator,Country,ISO3,Land_Type,Season,Date,Data,Year,Month,Dekad,Unit,Source
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1984-10-01,0.467,1984,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1984-10-11,1.966,1984,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1984-10-21,2.856,1984,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1984-11-01,4.025,1984,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1984-11-11,8.375,1984,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1984-11-21,7.114,1984,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1984-12-01,6.208,1984,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1984-12-11,5.143,1984,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1984-12-21,3.569,1984,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-01-01,1.686,1985,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-01-11,0.709,1985,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-01-21,0.31,1985,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-02-01,0.12,1985,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-02-11,0.145,1985,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-02-21,0.198,1985,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-03-01,0.143,1985,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-03-11,0.104,1985,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-03-21,0.053,1985,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-04-01,0.045,1985,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-04-11,0.028,1985,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-04-21,0.021,1985,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-05-01,0.014,1985,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-05-11,0.012,1985,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-05-21,0,1985,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-06-01,0,1985,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-06-11,0,1985,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-06-21,0,1985,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-07-01,0,1985,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-07-11,0,1985,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-09-01,0,1985,9,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-09-11,0,1985,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-09-21,19.12,1985,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-10-01,33.131,1985,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-10-11,24.703,1985,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-10-21,24.069,1985,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-11-01,25.145,1985,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-11-11,27.84,1985,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-11-21,28.655,1985,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-12-01,28.044,1985,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-12-11,25.271,1985,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1985-12-21,21.174,1985,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-01-01,13.886,1986,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-01-11,8.132,1986,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-01-21,5.554,1986,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-02-01,4.155,1986,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-02-11,3.043,1986,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-02-21,2.552,1986,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-03-01,1.779,1986,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-03-11,1.185,1986,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-03-21,0.655,1986,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-04-01,0.359,1986,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-04-11,0.21,1986,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-04-21,0.123,1986,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-05-01,0.082,1986,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-05-11,0.065,1986,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-05-21,0.052,1986,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-06-01,0.094,1986,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-06-11,0,1986,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-06-21,0,1986,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-07-01,0,1986,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-07-11,0,1986,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-09-01,0,1986,9,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-09-11,1.087,1986,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-09-21,7.015,1986,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-10-01,0.405,1986,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-10-11,0.262,1986,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-10-21,0.282,1986,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-11-01,0.136,1986,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-11-11,0.216,1986,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-11-21,0.441,1986,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-12-01,0.481,1986,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-12-11,0.409,1986,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1986-12-21,0.332,1986,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-01-01,1.39,1987,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-01-11,1.83,1987,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-01-21,2.557,1987,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-02-01,2.688,1987,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-02-11,2.582,1987,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-02-21,2.867,1987,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-03-01,3.285,1987,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-03-11,4.372,1987,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-03-21,5.677,1987,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-04-01,6.325,1987,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-04-11,6.985,1987,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-04-21,7.831,1987,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-05-01,8.079,1987,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-05-11,6.623,1987,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-05-21,5.445,1987,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-06-01,4.288,1987,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-06-11,3.23,1987,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-06-21,3.559,1987,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-07-01,2.963,1987,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-07-11,3.125,1987,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-09-01,0,1987,9,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-09-11,0,1987,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-09-21,0,1987,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-10-01,0.265,1987,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-10-11,2.15,1987,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-10-21,6.387,1987,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-11-01,18.247,1987,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-11-11,34.92,1987,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-11-21,38.466,1987,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-12-01,36.437,1987,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-12-11,30.819,1987,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1987-12-21,22.429,1987,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-01-01,6.83,1988,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-01-11,3.608,1988,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-01-21,1.446,1988,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-02-01,0.539,1988,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-02-11,0.075,1988,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-02-21,0.004,1988,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-03-01,0,1988,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-03-11,0.008,1988,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-03-21,0.015,1988,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-04-01,0.008,1988,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-04-11,0,1988,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-04-21,0,1988,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-05-01,0,1988,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-05-11,0,1988,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-05-21,0,1988,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-06-01,0,1988,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-06-11,0,1988,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-06-21,0,1988,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-07-01,0,1988,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-07-11,0,1988,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-09-01,0,1988,9,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-09-11,0,1988,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-09-21,0,1988,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-10-01,0.265,1988,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-10-11,0.603,1988,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-10-21,0.757,1988,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-11-01,5.404,1988,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-11-11,19.819,1988,11,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-11-21,26.606,1988,11,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-12-01,27.828,1988,12,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-12-11,26.074,1988,12,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1988-12-21,24.24,1988,12,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-01-01,22.256,1989,1,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-01-11,16.588,1989,1,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-01-21,11.808,1989,1,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-02-01,7.052,1989,2,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-02-11,4.58,1989,2,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-02-21,3.715,1989,2,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-03-01,2.513,1989,3,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-03-11,2.477,1989,3,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-03-21,2.656,1989,3,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-04-01,2.761,1989,4,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-04-11,2.438,1989,4,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-04-21,1.81,1989,4,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-05-01,1.288,1989,5,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-05-11,1.251,1989,5,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-05-21,1.337,1989,5,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-06-01,1.778,1989,6,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-06-11,1.244,1989,6,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-06-21,0.712,1989,6,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-07-01,0,1989,7,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-07-11,0,1989,7,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-09-01,0,1989,9,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-09-11,1.087,1989,9,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-09-21,4.264,1989,9,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-10-01,4.502,1989,10,1, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-10-11,8.277,1989,10,2, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-10-21,10.958,1989,10,3, % of area with Mean VHI below 35 ,FAO-ASIS
Agricultural Stress Index (ASI),ZMB,Zambia,Crop Area,Season 1,1989-11-01,16.302,1989,11,1, % of area with Mean VHI below 35 ,FAO-ASIS
